Article_ID,Study_ID,Study_ID_Unique,Comparison_ID,Test_ID,Outcome_ID,Last_Name,Year,Title,Journal,DOI,Country_Of_Study,Citation,Species,Strain,Sex,Sex_Distribution,Age_At_Start_Days,Control_N,Intervention_N,Test_Name,Test_Name_Standardized,Cognitive_Domain,Variable_Name,Variable_Value,Variable_Unit,Direction,Variable_Range_Min,Variable_Range_Max,Control_Group_Mean,Control_Group_Variance_Value,Intervention_Group_Mean,Intervention_Group_Variance_Value,Variance_Source,Intervention_Duration_Days,Intervention_to_Test_Interval_Days,RLS_Differential,RLS_Score_Control,RLS_Score_Intervention,any_sensitivity_flag,Overall_Risk_Of_Bias,Multi_Arm_Study,Number_of_Arms,Shared_Control_Group,Shared_Experimental_Group,Morris_Method_Required,Data_Source,Data_Extraction_Method,Selected_For_Domain_Analysis,Control_Group_ID_Standardized,Intervention_Group_ID_Standardized,Control_Group_RLS_Categories,Intervention_Group_RLS_Categories,Canada_Post_2009,EU_UK_Post_2010,Control_Burrowing_Substrates,Control_Gnawing_Materials,Control_Environmental_Complexity,Control_Foraging_Opportunities,Control_Fresh_Plant_Matter,Control_Nesting_Material,Control_Shelters,Control_Additional_Space,Control_Sweet_High_Fat_Food,Control_Exercise_Wheels,Control_Wheel_Condition,Control_Social_Partners,Quantity_Control_Social_Partners,Intervention_Burrowing_Substrates,Intervention_Gnawing_Materials,Intervention_Environmental_Complexity,Intervention_Foraging_Opportunities,Intervention_Fresh_Plant_Matter,Intervention_Nesting_Material,Intervention_Shelters,Intervention_Additional_Space,Intervention_Sweet_High_Fat_Food,Intervention_Exercise_Wheels,Intervention_Social_Partners,Quantity_Intervention_Social_Partners,SYRCLE_01_Sequence_Generation,SYRCLE_02_Baseline_Characteristics,SYRCLE_03_Allocation_Concealment,SYRCLE_04_Random_Housing,SYRCLE_05_Blinding_Investigators,SYRCLE_06_Random_Outcome_Assessment,SYRCLE_07_Blinding_Outcome_Assessment,SYRCLE_08_Incomplete_Outcome_Data,SYRCLE_09_Selective_Outcome_Reporting,SYRCLE_10_Other_Sources_Bias,Total_Comparisons,Pre_Registration_Status,Open_Data,Variable_Transformation,Quantity_Control_Additional_Space_cm2,Quantity_Intervention_Additional_Space_cm2,Hedges_g_corrected,sampling_variance_corrected,Enriched_N,Enriched_Group_Mean,Enriched_Group_SD,Control_Group_SD,exclude_main_analysis,sensitivity_study,sensitivity_reason,sensitivity_age_violation,sensitivity_intervention_characteristics,sensitivity_statistical_issues,sensitivity_data_extraction,Arm_Number,Study_Arm_ID,Control_Group_ID_Standardized_FIXED,Intervention_Group_ID_Standardized_FIXED,VIF_multiarm,vi_adjusted_multiarm
Baraldi2013,1,Baraldi2013_1,Baraldi2013_1_2_1,2,1,Baraldi,2013,"Cognitive stimulation during lifetime and in the aged phase improved spatial memory, and altered neuroplasticity and cholinergic markers of mice",Experimental Gerontology,10.1016/j.exger.2013.05.055,Brazil,"Baraldi, T., Schöwe, N. M., Balthazar, J., Monteiro-Silva, K. C., Albuquerque, M. S., Buck, H. S., & Viel, T. A. (2013). Cognitive stimulation during lifetime and in the aged phase improved spatial memory, and altered neuroplasticity and cholinergic markers of mice. Experimental Gerontology, 48(8), 831-838. https://doi.org/10.1016/j.exger.2013.05.055",Mouse,C57BL/6,Male,100,450.0,10,10,Barnes Maze,Barnes Maze,Learning & Memory (Spatial),Latency to find escape box,Latency (day 5),seconds,lower better,0,300,178.01,108.59,97.59,22.59,Reported,60,0,6,0,6,0,Some Concerns,False,2,False,False,False,Figure 2B,Reported in figure,,Control-2,Intervention-2,,Gnawing Materials; Environmental Complexity; Foraging Opportunities; Shelters; Additional Space; Exercise Wheels,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,True,True,True,False,False,True,True,False,True,False,3,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,2,False,False,none,350.0,1426.0,0.982064633153496,0.224111273592273,,,,,False,,,0,0,0,0,2,Baraldi2013_1_B,Baraldi2013_Control-2,Baraldi2013_Intervention-2,1.0,0.224111273592273
Birch2013,2,Birch2013_2,Birch2013_2_5_1,5,1,Birch,2013,"Short-Term Environmental Enrichment, in the Absence of Exercise, Improves Memory, and Increases NGF Concentration, Early Neuronal Survival, and Synaptogenesis in the Dentate Gyrus in a Time-Dependent Manner",Hippocampus,10.1002/hipo.22103,Ireland,"Birch, A. M., McGarry, N. B., & Kelly, Á. M. (2013). Short-Term Environmental Enrichment, in the Absence of Exercise, Improves Memory, and Increases NGF Concentration, Early Neuronal Survival, and Synaptogenesis in the Dentate Gyrus in a Time-Dependent Manner. Hippocampus, 23(7), 637-650. https://doi.org/10.1002/hipo.22103",Rat,Wistar,Male,100,116.1,11,12,T-Maze,Radial Arm Maze,Working Memory,Percentage correct entries,Average percent correct entries across all four timepoints,Percentage,higher better,0,100,66.1,10.05,71.53,9.18,Reported,49,0,3,1,4,1,Some Concerns,False,2,False,False,False,Text,Calculated from data reported in text,,Control-1,Intervention-3,Additional Space,Burrowing Substrates; Gnawing Materials; Environmental Complexity; Shelters,False,True,False,False,False,False,False,False,False,True,False,False,NR,False,3,True,True,True,False,False,False,True,False,False,False,False,3,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,4,False,False,none,1829.0,1829.0,0.544946869626809,0.180698230562339,,,,,False,,,0,0,1,0,1,Birch2013_2_A,Birch2013_Control-1,Birch2013_Intervention-3,1.6,0.289117168899742
Harburger2007a,1,Harburger2007a_1,Harburger2007a_1_1_1,1,1,Harburger,2007,Age-dependent effects of environmental enrichment on spatial reference memory in male mice,Behavioural Brain Research,10.1016/j.bbr.2007.07.009,United States,"Harburger, L. L., Lambert, T. J., & Frick, K. M. (2007). Age-dependent effects of environmental enrichment on spatial reference memory in male mice. Behavioural Brain Research, 185(1), 43-48. https://doi.org/10.1016/j.bbr.2007.07.009",Mouse,C57BL/6,Male,100,90.0,15,10,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial (session 5),Platform crossings,crossings per 10s,higher better,0,posinf,46.74,27.92,47.91,17.65,Reported,42,0,7,0,7,1,Some Concerns,False,2,False,False,False,Figure 2B,Reported in text/figure,,Control-1,Intervention-1,,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,5,False,True,True,False,False,True,True,True,False,True,True,8,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,1,False,False,none,450.0,3036.0,0.0463297918365897,0.166709595658899,,,,,False,,,0,0,1,0,1,Harburger2007a_1_A,Harburger2007a_Control-1,Harburger2007a_Intervention-1,1.0,0.166709595658899
Harburger2007a,1,Harburger2007a_1,Harburger2007a_1_2_1,2,1,Harburger,2007,Age-dependent effects of environmental enrichment on spatial reference memory in male mice,Behavioural Brain Research,10.1016/j.bbr.2007.07.009,United States,"Harburger, L. L., Lambert, T. J., & Frick, K. M. (2007). Age-dependent effects of environmental enrichment on spatial reference memory in male mice. Behavioural Brain Research, 185(1), 43-48. https://doi.org/10.1016/j.bbr.2007.07.009",Mouse,C57BL/6,Male,100,90.0,15,10,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial (session 5),Quadrant time,Percent,higher better,0,100,0.86,1.28,1.04,0.54,Reported,42,0,7,0,7,1,Some Concerns,False,2,False,False,False,Figure 2A,Reported in text/figure,,Control-1,Intervention-1,,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,5,False,True,True,False,False,True,True,True,False,True,True,8,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,1,False,False,none,450.0,3036.0,0.165112627171579,0.167211910259697,,,,,False,,,0,0,1,0,1,Harburger2007a_1_A,Harburger2007a_Control-1,Harburger2007a_Intervention-1,1.0,0.167211910259697
Harburger2007a,2,Harburger2007a_2,Harburger2007a_2_3_1,3,1,Harburger,2007,Age-dependent effects of environmental enrichment on spatial reference memory in male mice,Behavioural Brain Research,10.1016/j.bbr.2007.07.009,United States,"Harburger, L. L., Lambert, T. J., & Frick, K. M. (2007). Age-dependent effects of environmental enrichment on spatial reference memory in male mice. Behavioural Brain Research, 185(1), 43-48. https://doi.org/10.1016/j.bbr.2007.07.009",Mouse,C57BL/6,Male,100,270.0,14,16,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial (session 5),Platform crossings,crossings per 10s,higher better,0,posinf,46.05,20.88,45.81,26.04,Reported,42,0,7,0,7,1,Some Concerns,False,2,False,False,False,Figure 2B,Reported in text/figure,,Control-2,Intervention-2,,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,5,False,True,True,False,False,True,True,True,False,True,True,8,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,1,False,False,none,450.0,3036.0,-0.0098181270177254,0.133930178022207,,,,,False,,,0,0,1,0,1,Harburger2007a_2_A,Harburger2007a_Control-2,Harburger2007a_Intervention-2,1.0,0.133930178022207
Harburger2007a,2,Harburger2007a_2,Harburger2007a_2_4_1,4,1,Harburger,2007,Age-dependent effects of environmental enrichment on spatial reference memory in male mice,Behavioural Brain Research,10.1016/j.bbr.2007.07.009,United States,"Harburger, L. L., Lambert, T. J., & Frick, K. M. (2007). Age-dependent effects of environmental enrichment on spatial reference memory in male mice. Behavioural Brain Research, 185(1), 43-48. https://doi.org/10.1016/j.bbr.2007.07.009",Mouse,C57BL/6,Male,100,270.0,14,16,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe trial (session 5),Quadrant time,Percent,higher better,0,100,0.6,0.26,0.76,0.44,Reported,42,0,7,0,7,1,Some Concerns,False,2,False,False,False,Figure 2A,Reported in text/figure,,Control-2,Intervention-2,,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,5,False,True,True,False,False,True,True,True,False,True,True,8,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,1,False,False,none,450.0,3036.0,0.423538685934572,0.136918321736624,,,,,False,,,0,0,1,0,1,Harburger2007a_2_A,Harburger2007a_Control-2,Harburger2007a_Intervention-2,1.0,0.136918321736624
Leger2015,1,Leger2015_1,Leger2015_1_2_1,2,1,Leger,2015,Environmental Enrichment Duration Differentially Affects Behavior and Neuroplasticity in Adult Mice,Cerebral Cortex,10.1093/cercor/bhu119,France,"Leger, M., Paizanis, E., Dzahini, K., Quiedeville, A., Bouet, V., Cassel, J. C., Freret, T., Schumann-Bard, P., & Boulouard, M. (2015). Environmental Enrichment Duration Differentially Affects Behavior and Neuroplasticity in Adult Mice. Cerebral Cortex, 25(11), 4329-4342.",Mouse,NMRI,Male,100,70.0,12,12,Passive Avoidance (1 week inter-session interval),Inhibitory Avoidance,Fear/Associative Learning,Ratio of test/acquisition latencies,Ratio of latencies,Ratio,higher better,0,posinf,4.68,4.55,13.04,12.79,Reported,21,0,5,2,7,1,Some Concerns,False,2,False,False,False,Figure 4A,Extracted from figure,,Control-1,Intervention-1,Environmental Complexity; Nesting Material,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,True,False,False,True,False,False,True,False,False,False,False,NR,False,6,False,True,True,False,False,True,True,True,False,True,True,18,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,1218.0,4800.0,0.840880787725946,0.181397510399304,,,,,False,,,0,0,1,0,1,Leger2015_1_A,Leger2015_Control-1,Leger2015_Intervention-1,1.0,0.181397510399304
Leger2015,1,Leger2015_1,Leger2015_1_3_1,3,1,Leger,2015,Environmental Enrichment Duration Differentially Affects Behavior and Neuroplasticity in Adult Mice,Cerebral Cortex,10.1093/cercor/bhu119,France,"Leger, M., Paizanis, E., Dzahini, K., Quiedeville, A., Bouet, V., Cassel, J. C., Freret, T., Schumann-Bard, P., & Boulouard, M. (2015). Environmental Enrichment Duration Differentially Affects Behavior and Neuroplasticity in Adult Mice. Cerebral Cortex, 25(11), 4329-4342.",Mouse,NMRI,Male,100,70.0,10,12,Passive Avoidance (3 weeks inter-session interval),Inhibitory Avoidance,Fear/Associative Learning,Ratio of test/acquisition latencies,Ratio of latencies,Ratio,higher better,0,posinf,5.08,7.77,20.47,20.53,Reported,21,0,5,2,7,1,Some Concerns,False,2,False,False,False,Figure 4A,Extracted from figure,,Control-1,Intervention-1,Environmental Complexity; Nesting Material,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,True,False,False,True,False,False,True,False,False,False,False,NR,False,6,False,True,True,False,False,True,True,True,False,True,True,18,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,1218.0,4800.0,0.920004770038655,0.202569896444558,,,,,False,,,0,0,1,0,1,Leger2015_1_A,Leger2015_Control-1,Leger2015_Intervention-1,1.0,0.202569896444558
Leger2015,1,Leger2015_1,Leger2015_1_4_1,4,1,Leger,2015,Environmental Enrichment Duration Differentially Affects Behavior and Neuroplasticity in Adult Mice,Cerebral Cortex,10.1093/cercor/bhu119,France,"Leger, M., Paizanis, E., Dzahini, K., Quiedeville, A., Bouet, V., Cassel, J. C., Freret, T., Schumann-Bard, P., & Boulouard, M. (2015). Environmental Enrichment Duration Differentially Affects Behavior and Neuroplasticity in Adult Mice. Cerebral Cortex, 25(11), 4329-4342.",Mouse,NMRI,Male,100,70.0,11,12,Passive Avoidance (5 weeks inter-session interval),Inhibitory Avoidance,Fear/Associative Learning,Ratio of test/acquisition latencies,Ratio of latencies,Ratio,higher better,0,posinf,8.16,11.06,8.83,14.3,Reported,21,0,5,2,7,1,Some Concerns,False,2,False,False,False,Figure 4A,Extracted from figure,,Control-1,Intervention-1,Environmental Complexity; Nesting Material,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,True,False,False,True,False,False,True,False,False,False,False,NR,False,6,False,True,True,False,False,True,True,True,False,True,True,18,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,1218.0,4800.0,0.050218916508201,0.174297249015799,,,,,False,,,0,0,1,0,1,Leger2015_1_A,Leger2015_Control-1,Leger2015_Intervention-1,1.0,0.174297249015799
Leger2015,1,Leger2015_1,Leger2015_1_7_1,7,1,Leger,2015,Environmental Enrichment Duration Differentially Affects Behavior and Neuroplasticity in Adult Mice,Cerebral Cortex,10.1093/cercor/bhu119,France,"Leger, M., Paizanis, E., Dzahini, K., Quiedeville, A., Bouet, V., Cassel, J. C., Freret, T., Schumann-Bard, P., & Boulouard, M. (2015). Environmental Enrichment Duration Differentially Affects Behavior and Neuroplasticity in Adult Mice. Cerebral Cortex, 25(11), 4329-4342.",Mouse,NMRI,Male,100,70.0,10,10,Object Recognition in Y-Maze (3 weeks inter-session-interval),Novel Object Recognition,Learning & Memory (Recognition),Novel object exploration time,Exploration time,Seconds,higher better,0,20,10.48,1.49,13.52,1.49,Reported,7,0,5,2,7,1,Some Concerns,False,2,False,False,False,Figure 4B,Extracted from figure,,Control-1,Intervention-1,Environmental Complexity; Nesting Material,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,True,False,False,True,False,False,True,False,False,False,False,NR,False,6,False,True,True,False,False,True,True,True,False,True,True,18,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,1218.0,4800.0,1.9540599300501,0.295458755255685,,,,,False,,,0,0,1,0,1,Leger2015_1_A,Leger2015_Control-1,Leger2015_Intervention-1,1.0,0.295458755255685
Leger2015,1,Leger2015_1,Leger2015_1_8_1,8,1,Leger,2015,Environmental Enrichment Duration Differentially Affects Behavior and Neuroplasticity in Adult Mice,Cerebral Cortex,10.1093/cercor/bhu119,France,"Leger, M., Paizanis, E., Dzahini, K., Quiedeville, A., Bouet, V., Cassel, J. C., Freret, T., Schumann-Bard, P., & Boulouard, M. (2015). Environmental Enrichment Duration Differentially Affects Behavior and Neuroplasticity in Adult Mice. Cerebral Cortex, 25(11), 4329-4342.",Mouse,NMRI,Male,100,70.0,11,12,Object Recognition in Y-Maze (5 weeks inter-session-interval),Novel Object Recognition,Learning & Memory (Recognition),Novel object exploration time,Exploration time,Seconds,higher better,0,20,9.66,1.79,12.1,3.05,Reported,7,0,5,2,7,1,Some Concerns,False,2,False,False,False,Figure 4B,Extracted from figure,,Control-1,Intervention-1,Environmental Complexity; Nesting Material,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,True,False,False,True,False,False,True,False,False,False,False,NR,False,6,False,True,True,False,False,True,True,True,False,True,True,18,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,1218.0,4800.0,0.929742393199298,0.193034183323119,,,,,False,,,0,0,1,0,1,Leger2015_1_A,Leger2015_Control-1,Leger2015_Intervention-1,1.0,0.193034183323119
Leger2015,1,Leger2015_1,Leger2015_1_9_1,9,1,Leger,2015,Environmental Enrichment Duration Differentially Affects Behavior and Neuroplasticity in Adult Mice,Cerebral Cortex,10.1093/cercor/bhu119,France,"Leger, M., Paizanis, E., Dzahini, K., Quiedeville, A., Bouet, V., Cassel, J. C., Freret, T., Schumann-Bard, P., & Boulouard, M. (2015). Environmental Enrichment Duration Differentially Affects Behavior and Neuroplasticity in Adult Mice. Cerebral Cortex, 25(11), 4329-4342.",Mouse,NMRI,Male,100,70.0,10,12,Object Recognition in Y-Maze (6 weeks inter-session-interval),Novel Object Recognition,Learning & Memory (Recognition),Novel object exploration time,Exploration time,Seconds,higher better,0,20,9.19,1.3,11.9,2.11,Reported,7,0,5,2,7,1,Some Concerns,False,2,False,False,False,Figure 4B,Extracted from figure,,Control-1,Intervention-1,Environmental Complexity; Nesting Material,Gnawing Materials; Environmental Complexity; Nesting Material; Shelters; Additional Space; Exercise Wheels; Social Partners,False,True,False,False,True,False,False,True,False,False,False,False,NR,False,6,False,True,True,False,False,True,True,True,False,True,True,18,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,1218.0,4800.0,1.45532652521967,0.231469135492605,,,,,False,,,0,0,1,0,1,Leger2015_1_A,Leger2015_Control-1,Leger2015_Intervention-1,1.0,0.231469135492605
Melani2017,1,Melani2017_1,Melani2017_1_2_1,2,1,Melani,2017,Enriched environment effects on remote object recognition memory,Neuroscience,10.1016/j.neuroscience.2017.04.006,Italy,"Melani, R., Chelini, G., Cenni, M. C., & Berardi, N. (2017). Enriched environment effects on remote object recognition memory. Neuroscience, 352, 296-305. https://doi.org/10.1016/j.neuroscience.2017.04.006",Mouse,C57BL/6,Both,48.15,60.0,13,14,"Object Recognition in Y-Maze (ISI = 1 day, 15-minute learning)",Novel Object Recognition,Learning & Memory (Recognition),Discrimination Index,Discrimination Index,Ratio,higher better,-1,1,0.19,0.22,0.21,0.11,Reported,40,0,5,0,5,0,Some Concerns,False,2,False,False,False,Figure 2B,Reported in text/figure,,Control-1,Intervention-1,,Environmental Complexity; Shelters; Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,True,True,False,True,True,6,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,468.0,2728.0,0.112869976800349,0.148587567456517,,,,,False,,,0,0,0,0,1,Melani2017_1_A,Melani2017_Control-1,Melani2017_Intervention-1,1.0,0.148587567456517
Melani2017,1,Melani2017_1,Melani2017_1_2_2,2,2,Melani,2017,Enriched environment effects on remote object recognition memory,Neuroscience,10.1016/j.neuroscience.2017.04.006,Italy,"Melani, R., Chelini, G., Cenni, M. C., & Berardi, N. (2017). Enriched environment effects on remote object recognition memory. Neuroscience, 352, 296-305. https://doi.org/10.1016/j.neuroscience.2017.04.006",Mouse,C57BL/6,Both,55.56,60.0,7,11,"Object Recognition in Y-Maze (ISI = 20 days, no retraining)",Novel Object Recognition,Learning & Memory (Recognition),Discrimination Index,Discrimination Index,Ratio,higher better,-1,1,-0.12,0.13,0.01,0.2,Reported,40,0,5,0,5,0,Some Concerns,False,2,False,False,False,Figure 3B,Reported in text/figure,,Control-1,Intervention-1,,Environmental Complexity; Shelters; Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,True,True,False,True,True,6,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,468.0,2728.0,0.699393963788421,0.247353787004669,,,,,False,,,0,0,0,0,1,Melani2017_1_A,Melani2017_Control-1,Melani2017_Intervention-1,1.0,0.247353787004669
Melani2017,1,Melani2017_1,Melani2017_1_3_1,3,1,Melani,2017,Enriched environment effects on remote object recognition memory,Neuroscience,10.1016/j.neuroscience.2017.04.006,Italy,"Melani, R., Chelini, G., Cenni, M. C., & Berardi, N. (2017). Enriched environment effects on remote object recognition memory. Neuroscience, 352, 296-305. https://doi.org/10.1016/j.neuroscience.2017.04.006",Mouse,C57BL/6,Both,50,60.0,12,10,"Object Recognition in Y-Maze (ISI = 20 days, with retraining)",Novel Object Recognition,Learning & Memory (Recognition),Discrimination Index,Discrimination Index,Ratio,higher better,-1,1,-0.05,0.17,0.17,0.13,Reported,40,0,5,0,5,0,Some Concerns,False,2,False,False,False,Figure 4B,Reported in text/figure,,Control-1,Intervention-1,,Environmental Complexity; Shelters; Additional Space; Exercise Wheels; Social Partners,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,True,True,False,True,True,6,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Low Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,468.0,2728.0,1.38062346600678,0.22665426867171,,,,,False,,,0,0,0,0,1,Melani2017_1_A,Melani2017_Control-1,Melani2017_Intervention-1,1.0,0.22665426867171
Miu2006,1,Miu2006_1,Miu2006_1_2_2,2,2,Miu,2006,Behavioral effects of corpus callosum transection and environmental enrichment in adult rats,Behavioural Brain Research,10.1016/j.bbr.2006.05.007,Romania,"Miu, A. C., Heilman, R. M., Paşca, S. P., Ştefan, C. A., Spânu, F., Vasiu, R., Olteanu, A. I., & Miclea, M. (2006). Behavioral effects of corpus callosum transection and environmental enrichment in adult rats. Behavioural Brain Research, 172(1), 135-144. https://doi.org/10.1016/j.bbr.2006.05.007",Rat,Wistar,Male,100,63.0,6,6,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Probe Trial,Latency to locate platform ,Seconds,lower better,0,60,28.0,8.23,21.43,1.22,Reported,70,0,3,0,3,1,Some Concerns,False,2,False,False,False,Figure 5B,Extracted from figure,,Control-1,Intervention-1,,Environmental Complexity; Additional Space; Exercise Wheels,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,False,True,False,True,False,5,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,1500.0,4900.0,1.03085690785567,0.377611081853073,,,,,False,,,1,0,0,0,1,Miu2006_1_A,Miu2006_Control-1,Miu2006_Intervention-1,1.0,0.377611081853073
Miu2006,1,Miu2006_1,Miu2006_1_2_3,2,3,Miu,2006,Behavioral effects of corpus callosum transection and environmental enrichment in adult rats,Behavioural Brain Research,10.1016/j.bbr.2006.05.007,Romania,"Miu, A. C., Heilman, R. M., Paşca, S. P., Ştefan, C. A., Spânu, F., Vasiu, R., Olteanu, A. I., & Miclea, M. (2006). Behavioral effects of corpus callosum transection and environmental enrichment in adult rats. Behavioural Brain Research, 172(1), 135-144. https://doi.org/10.1016/j.bbr.2006.05.007",Rat,Wistar,Male,100,63.0,6,6,Morris Water Maze,Morris Water Maze,Learning & Memory (Spatial),Frequency of crossings of target quadrant,Proportion of correct crossings divided by total crossings,Proportion,higher better,0,1,0.44,2.2,0.33,2.79,Reported,70,0,3,0,3,1,Some Concerns,False,2,False,False,False,Figure 5C,Extracted from figure,,Control-1,Intervention-1,,Environmental Complexity; Additional Space; Exercise Wheels,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,False,True,False,True,False,5,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,1500.0,4900.0,-0.0404152587565408,0.333401391380848,,,,,False,,,1,0,0,0,1,Miu2006_1_A,Miu2006_Control-1,Miu2006_Intervention-1,1.0,0.333401391380848
Miu2006,1,Miu2006_1,Miu2006_1_4_1,4,1,Miu,2006,Behavioral effects of corpus callosum transection and environmental enrichment in adult rats,Behavioural Brain Research,10.1016/j.bbr.2006.05.007,Romania,"Miu, A. C., Heilman, R. M., Paşca, S. P., Ştefan, C. A., Spânu, F., Vasiu, R., Olteanu, A. I., & Miclea, M. (2006). Behavioral effects of corpus callosum transection and environmental enrichment in adult rats. Behavioural Brain Research, 172(1), 135-144. https://doi.org/10.1016/j.bbr.2006.05.007",Rat,Wistar,Male,100,63.0,6,6,Tone Fear Conditioning (Long-Term),Cued Fear Conditioning,Fear/Associative Learning,Fear conditioning,Freezing percentage,Percentage,higher better,0,100,46.58,34.32,56.68,53.45,Reported,70,0,3,0,3,1,Some Concerns,False,2,False,False,False,Figure 6B,Extracted from figure,,Control-1,Intervention-1,,Environmental Complexity; Additional Space; Exercise Wheels,False,False,False,False,False,False,False,False,False,False,False,False,NR,False,3,False,False,True,False,False,False,False,True,False,True,False,5,Unclear Risk,Low Risk,Unclear Risk,Unclear Risk,Unclear Risk,Unclear Risk,Low Risk,Low Risk,Low Risk,Low Risk,3,False,False,none,1500.0,4900.0,0.207570269082197,0.335128559025286,,,,,False,,,1,0,0,0,1,Miu2006_1_A,Miu2006_Control-1,Miu2006_Intervention-1,1.0,0.335128559025286
