"Comparison_ID","Data_Type","Article_ID","Last_Name","Year","Test_ID","Outcome_ID","Test_Name","Cognitive_Domain","Component_vs_Calculation","Outcome_Name","Participant_Age_Mean","Participant_Age_Reported_Variance","Participant_Age_Reported_Variance_Type","Participant_Age_Min","Participant_Age_Max","Participant_Sex","Sex_Distribution","Title","Journal","Citation","DOI","Publication_Type","Country_Of_Study","Total_Comparisons","Pre_Registration_Status","Open_Data","Recruitment_Method","Direction","Variable_Name","Variable_Value","Variable_Unit","Variable_Range_Min","Variable_Range_Max","Variable_Transformation","Transfer_Distance_Classification","Data_Source","Data_Extraction_Method","Control_Group_Type","Control_Group_Description","Shared_Control_Group","Shared_Intervention_Group","Control_Group_ID","Intervention_Group_ID","Multi_Arm_Study","Number_of_Arms","Morris_Method_Required","Change_Score_Reported_Flag","Intervention_Type","Intervention_Description","Session_Frequency_Value_Per_Week","Session_Count","Adaptive_Difficulty","Intervention_to_Test_Interval_Days","Intervention_Type_Cognitive_Activity","Cognitive_Activity_Description","Intervention_Type_Physical_Activity","Physical_Activity_Description","Activity_Presentation","Multimodal_Intervention_Status","Exercise_Type","Exercise_Intensity_Reported","Exercise_Intensity_Value","Exercise_Intensity_Category","Control_N","Intervention_N","Total_N","Attrition_N","Attrition_Rate","ITT_Analysis","Per_Protocol_Analysis","CHANGE_SCORE_Control_Group_Mean","CHANGE_SCORE_Control_Group_Variance_Value","CHANGE_SCORE_Control_Group_Variance_Type","CHANGE_SCORE_Intervention_Group_Mean","CHANGE_SCORE_Intervention_Group_Variance_Value","CHANGE_SCORE_Intervention_Group_Variance_Type","PRE_TEST_Control_Group_Mean","PRE_TEST_Control_Group_Variance_Value","PRE_TEST_Control_Group_Variance_Type","POST_TEST_Control_Group_Mean","POST_TEST_Control_Group_Variance_Value","POST_TEST_Control_Group_Variance_Type","PRE_TEST_Intervention_Group_Mean","PRE_TEST_Intervention_Group_Variance_Value","PRE_TEST_Intervention_Group_Variance_Type","POST_TEST_Intervention_Group_Mean","POST_TEST_Intervention_Group_Variance_Value","POST_TEST_Intervention_Group_Variance_Type","RoB2_01_Randomization_Process","RoB2_02_Deviations_From_Intended_Interventions","RoB2_03_Missing_Outcome_Data","RoB2_04_Measurement_Of_Outcome","RoB2_05_Selection_Of_Reported_Result","Overall_Risk_Of_Bias","High_RoB_Flag","RoB2_Notes","sensitivity_intervention_characteristics","sensitivity_age_violation","any_sensitivity_flag","Article_ID_From_File","Between_Or_Within_Design","Comparison_Column_Index","Control_Group_ID_Standardized","Control_Original_Variance_Type","Control_POST_Original_Variance_Type","Control_PRE_Original_Variance_Type","Import_Batch","Intervention_Adherence","Intervention_Duration","Intervention_Duration_Days","Intervention_Duration_Legacy","Intervention_Duration_Unit","Intervention_Duration_Unit_Legacy","Intervention_Original_Variance_Type","Intervention_POST_Original_Variance_Type","Intervention_PRE_Original_Variance_Type","Intervention_to_Test_Interval_Units","Intervention_to_Test_Interval_Units_Legacy","Intervention_to_Test_Interval_Value","Intervention_to_Test_Interval_Value_Legacy","Multimodal_Intervention_Description","Notes_From_File","Original_File","Other_Sensitivity_Notes","Session_Duration_Units","Session_Duration_Value","Supervised_vs_Unsupervised","Total_Hours","Variance_Conversion_Notes","Study_ID","Study_ID_Unique","Intervention_Group_ID_Standardized","Hedges_g","sampling_variance","vi_adjusted","Variance_Inflation_Factor","Exercise_Intensity_Collapsed","Morris_Method_Required_Bool","Hedges_g_corrected","sampling_variance_corrected","calculation_method","Test_Name_Standardized","sensitivity_statistical_issues","sensitivity_data_extraction","Arm_Number","Study_Arm_ID","VIF_multiarm","vi_adjusted_multiarm"
"Stern2019_1_4_1","Change-Score","Stern2019","Stern",2019,4,1,"CogState (Continuous Paired Associate Learning)","Learning & Memory (Recognition)","Original","Number of errors",40.45,"13.38","SD","20","67","Both","29.54","Effect of aerobic exercise on cognition in younger adults: A randomized clinical trial","Neurology","Stern, Y., MacKay-Brandt, A., Lee, S., McKinley, P., McIntyre, K., Razlighi, Q., Agarunov, E., Bartels, M., & Sloan, R. P. (2019). Effect of aerobic exercise on cognition in younger adults: A randomized clinical trial. Neurology, 92(9), e905-e916. https://doi.org/10.1212/WNL.0000000000007003","10.1212/WNL.0000000000007003","Journal Article","United States",8,"True","False","","lower better","Errors","Count","errors","0","50","none","Far","Table 5","","Active","Stretching/toning exercises for 24 weeks, 4 sessions/week, 30-40 minutes per session","False","False","Control-1","Intervention-1","False",2,"False","True","Physical","Aerobic exercise training for 24 weeks, 4 sessions/week, 30-40 minutes per session, with target heart rate of 75% of maximum",4,96,"False",0,"False","","True","Aerobic exercise with participant choice of activity, maintaining target heart rate","Individual","False","Aerobic","75% of maximum heart rate","75","Moderate",50,44,94,38,28.79,"True","True",0.37,1.2,"",0.46,1.19,"","Not applicable","Not applicable","Not Applicable","Not applicable","Not applicable","Not Applicable","Not applicable","Not applicable","Not Applicable","Not applicable","Not applicable","Not Applicable","Low Risk","Some Concerns","Some Concerns","Low Risk","Low Risk","Some Concerns","False","The study used proper randomization with allocation ratio of 1:1 and concealed allocation. Some concerns about deviations from intended interventions due to lack of blinding of participants and higher dropout in aerobic group (33.33% vs 24.24% in stretching). Missing outcome data concerns due to differential attrition between groups with older participants adhering better in aerobic group (OR=1.054 per year, p=0.0292). Outcome assessors were masked to group assignment. Pre-registered on ClinicalTrials.gov (NCT01179958) with outcomes reported as planned.",0,0,0,"Stern2019","between-groups",4,"Stern2019_Control-1","SEM","Not applicable","Not applicable","original","71.21",24,168,24,"weeks","weeks","SEM","Not applicable","Not applicable","days","days","0","0","Not applicable","mean changes reported, not pretest and posttest measures; I used very conservative estimates for session length when extracting intervention details","Stern2019_processed.xlsm","","minutes",35,"Supervised",56,"Control: Converted from SEM=0.170000, N=50; Intervention: Converted from SEM=0.180000, N=44",1,"Stern2019_1","Stern2019_Intervention-1",-0.0746771350074218,0.0427569358894691,0.0427569358894691,1,"Light_Moderate",FALSE,-0.0746771350074218,0.0427569358894691,"Change scores","CogState - Continuous Paired Associate Learning",0,0,1,"Stern2019_1_A",1,0.0427569358894691
"Stern2019_1_5_1","Change-Score","Stern2019","Stern",2019,5,1,"WAIS-III (Digit Symbol)","Processing Speed","Original","Number of correct symbols",40.45,"13.38","SD","20","67","Both","29.54","Effect of aerobic exercise on cognition in younger adults: A randomized clinical trial","Neurology","Stern, Y., MacKay-Brandt, A., Lee, S., McKinley, P., McIntyre, K., Razlighi, Q., Agarunov, E., Bartels, M., & Sloan, R. P. (2019). Effect of aerobic exercise on cognition in younger adults: A randomized clinical trial. Neurology, 92(9), e905-e916. https://doi.org/10.1212/WNL.0000000000007003","10.1212/WNL.0000000000007003","Journal Article","United States",8,"True","False","","higher better","Correct symbols","Count","symbols","0","133","none","Far","Table 6","","Active","Stretching/toning exercises for 24 weeks, 4 sessions/week, 30-40 minutes per session","False","False","Control-1","Intervention-1","False",2,"False","True","Physical","Aerobic exercise training for 24 weeks, 4 sessions/week, 30-40 minutes per session, with target heart rate of 75% of maximum",4,96,"False",0,"False","","True","Aerobic exercise with participant choice of activity, maintaining target heart rate","Individual","False","Aerobic","75% of maximum heart rate","75","Moderate",50,44,94,38,28.79,"True","True",0.44,1.06,"",0.55,1.19,"","Not applicable","Not applicable","Not Applicable","Not applicable","Not applicable","Not Applicable","Not applicable","Not applicable","Not Applicable","Not applicable","Not applicable","Not Applicable","Low Risk","Some Concerns","Some Concerns","Low Risk","Low Risk","Some Concerns","False","The study used proper randomization with allocation ratio of 1:1 and concealed allocation. Some concerns about deviations from intended interventions due to lack of blinding of participants and higher dropout in aerobic group (33.33% vs 24.24% in stretching). Missing outcome data concerns due to differential attrition between groups with older participants adhering better in aerobic group (OR=1.054 per year, p=0.0292). Outcome assessors were masked to group assignment. Pre-registered on ClinicalTrials.gov (NCT01179958) with outcomes reported as planned.",0,0,0,"Stern2019","between-groups",5,"Stern2019_Control-1","SEM","Not applicable","Not applicable","original","71.21",24,168,24,"weeks","weeks","SEM","Not applicable","Not applicable","days","days","0","0","Not applicable","mean changes reported, not pretest and posttest measures; I used very conservative estimates for session length when extracting intervention details","Stern2019_processed.xlsm","","minutes",35,"Supervised",56,"Control: Converted from SEM=0.150000, N=50; Intervention: Converted from SEM=0.180000, N=44",1,"Stern2019_1","Stern2019_Intervention-1",0.0971827034847784,0.0427775093116164,0.0427775093116164,1,"Light_Moderate",FALSE,0.0971827034847784,0.0427775093116164,"Change scores","Wechsler Adult Intelligence Scale - Digit Symbol",0,0,1,"Stern2019_1_A",1,0.0427775093116164
"Stern2019_1_6_1","Change-Score","Stern2019","Stern",2019,6,1,"WAIS-III (Letter-Number Sequencing)","Working Memory","Original","Total correct sequence trials",40.45,"13.38","SD","20","67","Both","29.54","Effect of aerobic exercise on cognition in younger adults: A randomized clinical trial","Neurology","Stern, Y., MacKay-Brandt, A., Lee, S., McKinley, P., McIntyre, K., Razlighi, Q., Agarunov, E., Bartels, M., & Sloan, R. P. (2019). Effect of aerobic exercise on cognition in younger adults: A randomized clinical trial. Neurology, 92(9), e905-e916. https://doi.org/10.1212/WNL.0000000000007003","10.1212/WNL.0000000000007003","Journal Article","United States",8,"True","False","","higher better","Correct sequences","Count","sequences","0","21","none","Far","Table 7","","Active","Stretching/toning exercises for 24 weeks, 4 sessions/week, 30-40 minutes per session","False","False","Control-1","Intervention-1","False",2,"False","True","Physical","Aerobic exercise training for 24 weeks, 4 sessions/week, 30-40 minutes per session, with target heart rate of 75% of maximum",4,96,"False",0,"False","","True","Aerobic exercise with participant choice of activity, maintaining target heart rate","Individual","False","Aerobic","75% of maximum heart rate","75","Moderate",50,44,94,38,28.79,"True","True",0.41,0.92,"",0.37,0.93,"","Not applicable","Not applicable","Not Applicable","Not applicable","Not applicable","Not Applicable","Not applicable","Not applicable","Not Applicable","Not applicable","Not applicable","Not Applicable","Low Risk","Some Concerns","Some Concerns","Low Risk","Low Risk","Some Concerns","False","The study used proper randomization with allocation ratio of 1:1 and concealed allocation. Some concerns about deviations from intended interventions due to lack of blinding of participants and higher dropout in aerobic group (33.33% vs 24.24% in stretching). Missing outcome data concerns due to differential attrition between groups with older participants adhering better in aerobic group (OR=1.054 per year, p=0.0292). Outcome assessors were masked to group assignment. Pre-registered on ClinicalTrials.gov (NCT01179958) with outcomes reported as planned.",0,0,0,"Stern2019","between-groups",6,"Stern2019_Control-1","SEM","Not applicable","Not applicable","original","71.21",24,168,24,"weeks","weeks","SEM","Not applicable","Not applicable","days","days","0","0","Not applicable","mean changes reported, not pretest and posttest measures; I used very conservative estimates for session length when extracting intervention details","Stern2019_processed.xlsm","","minutes",35,"Supervised",56,"Control: Converted from SEM=0.130000, N=50; Intervention: Converted from SEM=0.140000, N=44",1,"Stern2019_1","Stern2019_Intervention-1",-0.0429042567795099,0.0427370640849844,0.0427370640849844,1,"Light_Moderate",FALSE,-0.0429042567795099,0.0427370640849844,"Change scores","Wechsler Adult Intelligence Scale-III - Letter-Number Sequencing",0,0,1,"Stern2019_1_A",1,0.0427370640849844
"Stern2019_1_7_1","Change-Score","Stern2019","Stern",2019,7,1,"Controlled Oral Word Association Test","Executive Function/Attention","Original","Animal naming",40.45,"13.38","SD","20","67","Both","29.54","Effect of aerobic exercise on cognition in younger adults: A randomized clinical trial","Neurology","Stern, Y., MacKay-Brandt, A., Lee, S., McKinley, P., McIntyre, K., Razlighi, Q., Agarunov, E., Bartels, M., & Sloan, R. P. (2019). Effect of aerobic exercise on cognition in younger adults: A randomized clinical trial. Neurology, 92(9), e905-e916. https://doi.org/10.1212/WNL.0000000000007003","10.1212/WNL.0000000000007003","Journal Article","United States",8,"True","False","","higher better","Valid animal names","Count","words","0","60","none","Far","Table 8","","Active","Stretching/toning exercises for 24 weeks, 4 sessions/week, 30-40 minutes per session","False","False","Control-1","Intervention-1","False",2,"False","True","Physical","Aerobic exercise training for 24 weeks, 4 sessions/week, 30-40 minutes per session, with target heart rate of 75% of maximum",4,96,"False",0,"False","","True","Aerobic exercise with participant choice of activity, maintaining target heart rate","Individual","False","Aerobic","75% of maximum heart rate","75","Moderate",50,44,94,38,28.79,"True","True",0.16,0.92,"",0.14,0.73,"","Not applicable","Not applicable","Not Applicable","Not applicable","Not applicable","Not Applicable","Not applicable","Not applicable","Not Applicable","Not applicable","Not applicable","Not Applicable","Low Risk","Some Concerns","Some Concerns","Low Risk","Low Risk","Some Concerns","False","The study used proper randomization with allocation ratio of 1:1 and concealed allocation. Some concerns about deviations from intended interventions due to lack of blinding of participants and higher dropout in aerobic group (33.33% vs 24.24% in stretching). Missing outcome data concerns due to differential attrition between groups with older participants adhering better in aerobic group (OR=1.054 per year, p=0.0292). Outcome assessors were masked to group assignment. Pre-registered on ClinicalTrials.gov (NCT01179958) with outcomes reported as planned.",0,0,0,"Stern2019","between-groups",7,"Stern2019_Control-1","SEM","Not applicable","Not applicable","original","71.21",24,168,24,"weeks","weeks","SEM","Not applicable","Not applicable","days","days","0","0","Not applicable","mean changes reported, not pretest and posttest measures; I used very conservative estimates for session length when extracting intervention details","Stern2019_processed.xlsm","","minutes",35,"Supervised",56,"Control: Converted from SEM=0.130000, N=50; Intervention: Converted from SEM=0.110000, N=44",1,"Stern2019_1","Stern2019_Intervention-1",-0.0237113209633411,0.0427302632950484,0.0427302632950484,1,"Light_Moderate",FALSE,-0.0237113209633411,0.0427302632950484,"Change scores","Controlled Oral Word Association Test",0,0,1,"Stern2019_1_A",1,0.0427302632950484
"Stern2019_1_8_1","Change-Score","Stern2019","Stern",2019,8,1,"2 and 7 Test","Executive Function/Attention","Original","Target cancellation",40.45,"13.38","SD","20","67","Both","29.54","Effect of aerobic exercise on cognition in younger adults: A randomized clinical trial","Neurology","Stern, Y., MacKay-Brandt, A., Lee, S., McKinley, P., McIntyre, K., Razlighi, Q., Agarunov, E., Bartels, M., & Sloan, R. P. (2019). Effect of aerobic exercise on cognition in younger adults: A randomized clinical trial. Neurology, 92(9), e905-e916. https://doi.org/10.1212/WNL.0000000000007003","10.1212/WNL.0000000000007003","Journal Article","United States",8,"True","False","","higher better","Correct cancellations","Count","cancellations","0","100","none","Far","Table 9","","Active","Stretching/toning exercises for 24 weeks, 4 sessions/week, 30-40 minutes per session","False","False","Control-1","Intervention-1","False",2,"False","True","Physical","Aerobic exercise training for 24 weeks, 4 sessions/week, 30-40 minutes per session, with target heart rate of 75% of maximum",4,96,"False",0,"False","","True","Aerobic exercise with participant choice of activity, maintaining target heart rate","Individual","False","Aerobic","75% of maximum heart rate","75","Moderate",50,44,94,38,28.79,"True","True",0.08,0.64,"",0.04,0.53,"","Not applicable","Not applicable","Not Applicable","Not applicable","Not applicable","Not Applicable","Not applicable","Not applicable","Not Applicable","Not applicable","Not applicable","Not Applicable","Low Risk","Some Concerns","Some Concerns","Low Risk","Low Risk","Some Concerns","False","The study used proper randomization with allocation ratio of 1:1 and concealed allocation. Some concerns about deviations from intended interventions due to lack of blinding of participants and higher dropout in aerobic group (33.33% vs 24.24% in stretching). Missing outcome data concerns due to differential attrition between groups with older participants adhering better in aerobic group (OR=1.054 per year, p=0.0292). Outcome assessors were masked to group assignment. Pre-registered on ClinicalTrials.gov (NCT01179958) with outcomes reported as planned.",0,0,0,"Stern2019","between-groups",8,"Stern2019_Control-1","SEM","Not applicable","Not applicable","original","71.21",24,168,24,"weeks","weeks","SEM","Not applicable","Not applicable","days","days","0","0","Not applicable","mean changes reported, not pretest and posttest measures; I used very conservative estimates for session length when extracting intervention details","Stern2019_processed.xlsm","","minutes",35,"Supervised",56,"Control: Converted from SEM=0.090000, N=50; Intervention: Converted from SEM=0.080000, N=44",1,"Stern2019_1","Stern2019_Intervention-1",-0.0671127159828434,0.0427512307945418,0.0427512307945418,1,"Light_Moderate",FALSE,-0.0671127159828434,0.0427512307945418,"Change scores","2 and 7 Test",0,0,1,"Stern2019_1_A",1,0.0427512307945418
"Stroth2009_1_1_1","Pre-Post","Stroth2009","Stroth",2009,1,1,"Visual and Verbal Memory Test (VVM Visuospatial)","Learning & Memory (Spatial)","Original","Visuospatial memory performance",19.65,"3.3","SD","17","29","Both","32.1","Aerobic endurance exercise benefits memory and affect in young adults","Neuropsychological Rehabilitation: An International Journal","Stroth, S., Hille, K., Spitzer, M., & Reinhardt, R. (2009). Aerobic endurance exercise benefits memory and affect in young adults. Neuropsychological Rehabilitation: An International Journal, 19(2), 223-243. https://doi.org/10.1080/09602010802091183","10.1080/09602010802091183","Journal Article","Germany",4,"False","False","","higher better","Number of correctly recalled intersections","Correctly recalled intersections","items","0","21","none","Far","Text","Reported in text","Passive","No intervention, asked not to vary everyday activities","False","False","Control-1","Intervention-1","False",2,"True","False","Physical","Aerobic endurance running training with three workouts of 30 minutes per week at individually adapted intensity based on lactate threshold",3,18,"True",1,"False","","True","Aerobic endurance running with progressive intensity: weeks 1-2 at 70-90% of aerobic threshold, weeks 3-4 at 90-100% of aerobic threshold, weeks 5-6 at 70-100% of aerobic threshold","Group-based","False","Aerobic","Lactate threshold-based","70-100% of lactate threshold","Moderate",14,14,28,2,7.14,"False","True",NA,NA,"",NA,NA,"","21.8","4","SD","20.9","4.2","SD","20.6","4.5","SD","24.7","4.7","SD","Some Concerns","Low Risk","Low Risk","Some Concerns","Some Concerns","Some Concerns","False","Randomization: Some concerns as the method of randomization was not fully described. Deviations: Low risk as adherence was almost 100% and the intervention was delivered as intended. Missing data: Low risk as attrition was low (7.14%) and analyzed appropriately. Measurement: Some concerns as assessors were not explicitly blinded to group allocation. Selection of results: Some concerns as no pre-registration was mentioned, though all expected outcomes were reported.",0,0,0,"Stroth2009","between-groups",1,"Stroth2009_Control-1","","SD","SD","original","Almost 100%",6,42,6,"weeks","weeks","","SD","SD","days","days","1","1","Not Applicable","","Stroth2009_processed.xlsm","","minutes",30,"TRUE",9,"",1,"Stroth2009_1","Stroth2009_Intervention-1",1.14023343595088,0.156540475884026,0.156540475884026,1,"Light_Moderate",TRUE,1.14023343595088,0.156540475884026,"Morris dppc2","Visual and Verbal Memory Test - Visuospatial",0,0,1,"Stroth2009_1_A",1,0.156540475884026
"Stroth2009_1_1_2","Pre-Post","Stroth2009","Stroth",2009,1,2,"Visual and Verbal Memory Test (VVM Verbal)","Learning & Memory (Recognition)","Original","Verbal memory performance",19.65,"3.3","SD","17","29","Both","32.1","Aerobic endurance exercise benefits memory and affect in young adults","Neuropsychological Rehabilitation: An International Journal","Stroth, S., Hille, K., Spitzer, M., & Reinhardt, R. (2009). Aerobic endurance exercise benefits memory and affect in young adults. Neuropsychological Rehabilitation: An International Journal, 19(2), 223-243. https://doi.org/10.1080/09602010802091183","10.1080/09602010802091183","Journal Article","Germany",4,"False","False","","higher better","Number of correctly recalled pieces of information","Correctly recalled information","items","0","31","none","Far","Text","Reported in text","Passive","No intervention, asked not to vary everyday activities","False","False","Control-1","Intervention-1","False",2,"True","False","Physical","Aerobic endurance running training with three workouts of 30 minutes per week at individually adapted intensity based on lactate threshold",3,18,"True",1,"False","","True","Aerobic endurance running with progressive intensity: weeks 1-2 at 70-90% of aerobic threshold, weeks 3-4 at 90-100% of aerobic threshold, weeks 5-6 at 70-100% of aerobic threshold","Group-based","False","Aerobic","Lactate threshold-based","70-100% of lactate threshold","Moderate",14,14,28,2,7.14,"False","True",NA,NA,"",NA,NA,"","6.5","2.5","SD","10.8","2.9","SD","8","3.5","SD","12.5","4","SD","Some Concerns","Low Risk","Low Risk","Some Concerns","Some Concerns","Some Concerns","False","Randomization: Some concerns as the method of randomization was not fully described. Deviations: Low risk as adherence was almost 100% and the intervention was delivered as intended. Missing data: Low risk as attrition was low (7.14%) and analyzed appropriately. Measurement: Some concerns as assessors were not explicitly blinded to group allocation. Selection of results: Some concerns as no pre-registration was mentioned, though all expected outcomes were reported.",0,0,0,"Stroth2009","between-groups",2,"Stroth2009_Control-1","","SD","SD","original","Almost 100%",6,42,6,"weeks","weeks","","SD","SD","days","days","1","1","Not Applicable","","Stroth2009_processed.xlsm","","minutes",30,"TRUE",9,"",1,"Stroth2009_1","Stroth2009_Intervention-1",0.0638442669147016,0.134725167486128,0.134725167486128,1,"Light_Moderate",TRUE,0.0638442669147016,0.134725167486128,"Morris dppc2","Visual and Verbal Memory Test - Verbal",0,0,1,"Stroth2009_1_A",1,0.134725167486128
"Stroth2009_1_2_1","Pre-Post","Stroth2009","Stroth",2009,2,1,"d2 Test of Attention","Executive Function/Attention","Original","Concentration performance",19.65,"3.3","SD","17","29","Both","32.1","Aerobic endurance exercise benefits memory and affect in young adults","Neuropsychological Rehabilitation: An International Journal","Stroth, S., Hille, K., Spitzer, M., & Reinhardt, R. (2009). Aerobic endurance exercise benefits memory and affect in young adults. Neuropsychological Rehabilitation: An International Journal, 19(2), 223-243. https://doi.org/10.1080/09602010802091183","10.1080/09602010802091183","Journal Article","Germany",4,"False","False","","higher better","Number of correctly dashed target signs","Correctly dashed target signs","items","0","658","none","Far","Text","Reported in text","Passive","No intervention, asked not to vary everyday activities","False","False","Control-1","Intervention-1","False",2,"True","False","Physical","Aerobic endurance running training with three workouts of 30 minutes per week at individually adapted intensity based on lactate threshold",3,18,"True",1,"False","","True","Aerobic endurance running with progressive intensity: weeks 1-2 at 70-90% of aerobic threshold, weeks 3-4 at 90-100% of aerobic threshold, weeks 5-6 at 70-100% of aerobic threshold","Group-based","False","Aerobic","Lactate threshold-based","70-100% of lactate threshold","Moderate",14,14,28,2,7.14,"False","True",NA,NA,"",NA,NA,"","140.2","17.5","SD","175.5","13.4","SD","150.5","15.2","SD","197.5","23.1","SD","Some Concerns","Low Risk","Low Risk","Some Concerns","Some Concerns","Some Concerns","False","Randomization: Some concerns as the method of randomization was not fully described. Deviations: Low risk as adherence was almost 100% and the intervention was delivered as intended. Missing data: Low risk as attrition was low (7.14%) and analyzed appropriately. Measurement: Some concerns as assessors were not explicitly blinded to group allocation. Selection of results: Some concerns as no pre-registration was mentioned, though all expected outcomes were reported.",0,0,0,"Stroth2009","between-groups",3,"Stroth2009_Control-1","","SD","SD","original","Almost 100%",6,42,6,"weeks","weeks","","SD","SD","days","days","1","1","Not Applicable","","Stroth2009_processed.xlsm","","minutes",30,"TRUE",9,"",1,"Stroth2009_1","Stroth2009_Intervention-1",0.693041523476717,0.142741111880461,0.142741111880461,1,"Light_Moderate",TRUE,0.693041523476717,0.142741111880461,"Morris dppc2","d2 Test of Attention",0,0,1,"Stroth2009_1_A",1,0.142741111880461
"Stroth2009_1_2_2","Pre-Post","Stroth2009","Stroth",2009,2,2,"d2 Test of Attention","Executive Function/Attention","Original","Error rate",19.65,"3.3","SD","17","29","Both","32.1","Aerobic endurance exercise benefits memory and affect in young adults","Neuropsychological Rehabilitation: An International Journal","Stroth, S., Hille, K., Spitzer, M., & Reinhardt, R. (2009). Aerobic endurance exercise benefits memory and affect in young adults. Neuropsychological Rehabilitation: An International Journal, 19(2), 223-243. https://doi.org/10.1080/09602010802091183","10.1080/09602010802091183","Journal Article","Germany",4,"False","False","","lower better","Number of errors","Errors","errors","0","658","none","Far","Text","Reported in text","Passive","No intervention, asked not to vary everyday activities","False","False","Control-1","Intervention-1","False",2,"True","False","Physical","Aerobic endurance running training with three workouts of 30 minutes per week at individually adapted intensity based on lactate threshold",3,18,"True",1,"False","","True","Aerobic endurance running with progressive intensity: weeks 1-2 at 70-90% of aerobic threshold, weeks 3-4 at 90-100% of aerobic threshold, weeks 5-6 at 70-100% of aerobic threshold","Group-based","False","Aerobic","Lactate threshold-based","70-100% of lactate threshold","Moderate",14,14,28,2,7.14,"False","True",NA,NA,"",NA,NA,"","12.5","7.4","SD","11.5","8.1","SD","7.7","6.2","SD","3.2","1.7","SD","Some Concerns","Low Risk","Low Risk","Some Concerns","Some Concerns","Some Concerns","False","Randomization: Some concerns as the method of randomization was not fully described. Deviations: Low risk as adherence was almost 100% and the intervention was delivered as intended. Missing data: Low risk as attrition was low (7.14%) and analyzed appropriately. Measurement: Some concerns as assessors were not explicitly blinded to group allocation. Selection of results: Some concerns as no pre-registration was mentioned, though all expected outcomes were reported.",0,0,0,"Stroth2009","between-groups",4,"Stroth2009_Control-1","","SD","SD","original","Almost 100%",6,42,6,"weeks","weeks","","SD","SD","days","days","1","1","Not Applicable","","Stroth2009_processed.xlsm","","minutes",30,"TRUE",9,"",1,"Stroth2009_1","Stroth2009_Intervention-1",0.497780479024676,0.138827299686554,0.138827299686554,1,"Light_Moderate",TRUE,0.497780479024676,0.138827299686554,"Morris dppc2","d2 Test of Attention",0,0,1,"Stroth2009_1_A",1,0.138827299686554
"Taheri2018_1_1_1","Pre-Post","Taheri2018","Taheri",2018,1,1,"Vienna System Test (Processing Speed)","Processing Speed","Original","Number of Correct Rejections",19.47,"NR","NR","NR","NR","Female","0","Aerobic Exercise Improves Attention and Quality of Sleep Among Professional Volleyball Players","Sleep and Hypnosis","Taheri, M., & Valayi, F. (2018). Aerobic Exercise Improves Attention and Quality of Sleep Among Professional Volleyball Players. Sleep and Hypnosis, 21(1), 69-72. https://doi.org/10.5350/Sleep.Hypn.2019.21.0174","10.5350/Sleep.Hypn.2019.21.0174","Journal Article","Iran",3,"False","False","","higher better","Attention performance","Number of correct rejections","items","0","25","none","Far","Direct from paper","Reported in text/tables","Passive","No intervention","True","True","Control-1","Intervention-1","False",2,"True","False","Physical","Aerobic exercise protocol including warm-up (10 minutes with 30-40% MaxHR), main program (40 minutes of aerobic exercises with 60-70% MaxHR), and cool-down (10 minutes with 10-20% MaxHR)",3,24,"False",0,"False","","True","Aerobic exercise with 60-70% of maximum heart rate","In-person","False","Aerobic","60-70% MaxHR","65","Vigorous",10,11,21,0,0,"False","True",NA,NA,"",NA,NA,"","21.35","0.9","SD","21.2","1","SD","21.42","1","SD","19.48","0.44","SD","Some Concerns","Low Risk","Low Risk","Some Concerns","Some Concerns","Some Concerns","False","Randomization mentioned but method not specified; No attrition reported (100% completion); No information about blinding of outcome assessors; No pre-registration mentioned but expected outcomes reported; Exercise intensity was monitored with Polar Electro.",0,1,1,"Taheri2018","between-groups",1,"Taheri2018_Control-1","Not applicable","SD","SD","original","100",8,56,8,"weeks","weeks","Not applicable","SD","SD","days","days","0","0","Single-modality aerobic exercise intervention","SENSITIVITY: It is possible that some of the participants were <18yo","Taheri2018_processed.xlsm","SENSITIVITY: It is possible that some of the participants were <18yo","minutes",60,"Supervised",24,"",1,"Taheri2018_1","Taheri2018_Intervention-1",-1.80137266342294,0.247145149236135,0.247145149236135,1,"Vigorous_High",TRUE,-1.80137266342294,0.247145149236135,"Morris dppc2","Vienna System Test - Processing Speed",0,0,1,"Taheri2018_1_A",1,0.247145149236135
